id,date_time,feedback,performance,trip_number,age,gender,income,state
9,2024-01-19T07:41:00Z,1,13,175,49,1,53991,New York
33,2024-01-02T08:25:00Z,1,4,156,27,0,92559,New Mexico
8,2024-01-13T20:51:00Z,1,69,170,44,0,24598,Montana
34,2024-01-05T06:59:00Z,0,45,155,43,0,64774,Illinois
3,2024-01-24T02:49:00Z,0,100,170,23,0,46385,Kansas
21,2024-01-05T04:20:00Z,1,50,160,28,1,33000,South Dakota
18,2024-01-13T10:16:00Z,1,46,175,19,0,73674,Missouri
10,2024-01-05T10:20:00Z,0,67,183,47,0,41808,Nebraska
25,2024-01-06T21:23:00Z,1,32,166,19,0,84167,Minnesota
12,2024-01-26T05:05:00Z,0,55,159,25,1,67387,North Dakota
49,2024-01-26T04:37:00Z,1,33,147,48,1,79221,South Carolina
20,2024-01-28T04:33:00Z,1,25,155,51,1,65746,New Hampshire
30,2024-01-20T19:20:00Z,1,56,182,25,1,66548,Ohio
28,2024-01-28T06:46:00Z,0,78,164,44,1,86118,Kentucky
46,2024-01-20T06:01:00Z,0,62,152,19,0,96357,Utah
13,2024-01-02T00:23:00Z,0,81,161,39,1,37496,Tennessee
29,2024-01-04T21:50:00Z,0,45,167,53,0,64899,Nevada
46,2024-01-14T14:00:00Z,0,85,153,19,0,96357,Utah
6,2024-01-13T08:22:00Z,0,93,183,41,0,65944,Montana
32,2024-01-14T06:30:00Z,0,52,168,31,1,68102,Montana
27,2024-01-07T19:25:00Z,0,52,156,36,1,24327,Indiana
23,2023-12-31T22:31:00Z,1,65,174,40,0,73639,California
46,2024-01-14T11:10:00Z,1,31,154,19,0,96357,Utah
31,2024-01-26T17:38:00Z,0,70,167,36,0,93546,Kentucky
6,2024-01-21T15:09:00Z,0,45,184,41,0,65944,Montana
5,2024-01-09T15:07:00Z,1,38,171,56,0,91599,Pennsylvania
31,2024-01-24T18:09:00Z,1,61,168,36,0,93546,Kentucky
45,2024-01-16T03:45:00Z,1,16,159,23,0,61389,Georgia
26,2024-01-09T17:40:00Z,0,50,142,24,1,96667,Kentucky
41,2024-01-14T01:56:00Z,1,32,179,45,0,93206,Vermont
14,2024-01-14T13:07:00Z,1,40,150,44,0,63615,Idaho
44,2024-01-26T05:44:00Z,0,87,156,40,0,33301,Tennessee
9,2024-01-04T22:41:00Z,0,68,176,49,1,53991,New York
4,2024-01-11T14:06:00Z,1,63,175,60,1,45192,Idaho
50,2024-01-01T20:50:00Z,0,62,157,42,1,59292,Nebraska
21,2024-01-10T18:37:00Z,0,90,161,28,1,33000,South Dakota
20,2024-01-25T03:53:00Z,1,26,156,51,1,65746,New Hampshire
21,2024-01-07T07:15:00Z,0,58,162,28,1,33000,South Dakota
39,2024-01-19T20:36:00Z,1,62,155,38,1,86191,Ohio
17,2024-01-09T14:01:00Z,1,27,152,39,0,28567,North Dakota
5,2024-01-02T01:34:00Z,1,78,172,56,0,91599,Pennsylvania
6,2024-01-26T10:01:00Z,0,88,185,41,0,65944,Montana
16,2024-01-05T01:56:00Z,1,31,148,58,1,96946,Nevada
34,2024-01-02T09:57:00Z,1,23,156,43,0,64774,Illinois
47,2024-01-29T21:55:00Z,1,75,140,55,1,30788,South Carolina
43,2024-01-01T11:26:00Z,0,85,181,56,0,38842,Mississippi
36,2024-01-07T04:16:00Z,0,97,173,32,0,63569,New York
16,2024-01-14T02:09:00Z,1,50,149,58,1,96946,Nevada
40,2024-01-17T19:26:00Z,0,41,158,33,0,80516,Tennessee
14,2024-01-19T23:08:00Z,0,91,151,44,0,63615,Idaho
35,2024-01-04T00:13:00Z,0,94,155,40,0,87781,Nevada
2,2024-01-07T13:51:00Z,0,51,159,33,0,92124,Vermont
31,2024-01-15T01:17:00Z,0,73,169,36,0,93546,Kentucky
47,2024-01-24T00:15:00Z,1,35,141,55,1,30788,South Carolina
25,2024-01-21T01:45:00Z,0,46,167,19,0,84167,Minnesota
49,2024-01-28T19:48:00Z,1,55,148,48,1,79221,South Carolina
47,2024-01-12T17:06:00Z,0,72,142,55,1,30788,South Carolina
19,2024-01-20T06:57:00Z,0,67,177,31,1,36797,Colorado
5,2024-01-11T22:40:00Z,0,47,173,56,0,91599,Pennsylvania
11,2024-01-23T16:25:00Z,0,66,164,50,0,92321,Pennsylvania
25,2024-01-08T06:56:00Z,0,100,168,19,0,84167,Minnesota
22,2024-01-18T13:28:00Z,1,70,153,29,1,75649,Alaska
40,2024-01-12T02:49:00Z,0,65,159,33,0,80516,Tennessee
47,2024-01-03T11:17:00Z,0,41,143,55,1,30788,South Carolina
11,2024-01-25T10:45:00Z,1,73,165,50,0,92321,Pennsylvania
10,2024-01-20T19:37:00Z,1,63,184,47,0,41808,Nebraska
39,2024-01-09T01:31:00Z,1,29,156,38,1,86191,Ohio
34,2024-01-26T18:50:00Z,1,6,157,43,0,64774,Illinois
20,2024-01-08T09:01:00Z,1,45,157,51,1,65746,New Hampshire
20,2024-01-04T16:51:00Z,1,77,158,51,1,65746,New Hampshire
10,2024-01-04T18:42:00Z,1,42,185,47,0,41808,Nebraska
43,2024-01-03T13:43:00Z,1,35,182,56,0,38842,Mississippi
39,2024-01-27T00:30:00Z,0,64,157,38,1,86191,Ohio
14,2024-01-02T02:23:00Z,0,53,152,44,0,63615,Idaho
35,2024-01-27T21:17:00Z,0,81,156,40,0,87781,Nevada
42,2024-01-11T02:09:00Z,0,46,190,53,1,54838,New Hampshire
39,2024-01-02T17:46:00Z,1,41,158,38,1,86191,Ohio
24,2024-01-15T23:16:00Z,1,54,173,59,0,85523,South Carolina
11,2024-01-06T10:18:00Z,0,47,166,50,0,92321,Pennsylvania
19,2024-01-15T23:43:00Z,0,88,178,31,1,36797,Colorado
11,2024-01-07T04:25:00Z,0,93,167,50,0,92321,Pennsylvania
48,2024-01-01T02:42:00Z,1,71,148,42,1,96762,California
50,2024-01-02T09:15:00Z,1,26,158,42,1,59292,Nebraska
18,2024-01-28T13:13:00Z,0,75,176,19,0,73674,Missouri
12,2024-01-21T05:51:00Z,1,26,160,25,1,67387,North Dakota
49,2024-01-02T06:47:00Z,0,62,149,48,1,79221,South Carolina
44,2024-01-17T19:32:00Z,0,81,157,40,0,33301,Tennessee
33,2024-01-11T06:18:00Z,1,73,157,27,0,92559,New Mexico
38,2024-01-14T04:51:00Z,0,81,147,45,0,73607,North Dakota
23,2024-01-29T14:23:00Z,0,48,175,40,0,73639,California
7,2024-01-23T10:11:00Z,1,67,180,46,1,61969,California
17,2024-01-18T07:49:00Z,0,73,153,39,0,28567,North Dakota
36,2024-01-12T21:13:00Z,1,21,174,32,0,63569,New York
17,2024-01-15T02:34:00Z,1,22,154,39,0,28567,North Dakota
18,2024-01-21T17:05:00Z,0,83,177,19,0,73674,Missouri
31,2024-01-10T09:22:00Z,1,4,170,36,0,93546,Kentucky
14,2024-01-08T11:37:00Z,0,50,153,44,0,63615,Idaho
47,2024-01-22T19:31:00Z,0,93,144,55,1,30788,South Carolina
42,2024-01-12T22:46:00Z,0,42,191,53,1,54838,New Hampshire
27,2024-01-24T21:37:00Z,1,1,157,36,1,24327,Indiana
7,2024-01-04T18:27:00Z,1,22,181,46,1,61969,California
38,2024-01-11T10:44:00Z,1,56,148,45,0,73607,North Dakota
29,2024-01-21T11:30:00Z,1,19,168,53,0,64899,Nevada
39,2024-01-09T03:49:00Z,1,59,159,38,1,86191,Ohio
7,2024-01-02T08:52:00Z,0,86,182,46,1,61969,California
21,2024-01-11T15:02:00Z,1,35,163,28,1,33000,South Dakota
7,2024-01-17T15:03:00Z,1,63,183,46,1,61969,California
44,2024-01-21T01:18:00Z,1,57,158,40,0,33301,Tennessee
18,2024-01-02T08:18:00Z,0,51,178,19,0,73674,Missouri
34,2024-01-22T08:20:00Z,1,11,158,43,0,64774,Illinois
17,2024-01-01T05:10:00Z,0,64,155,39,0,28567,North Dakota
30,2024-01-18T10:37:00Z,0,65,183,25,1,66548,Ohio
41,2024-01-14T06:43:00Z,1,25,180,45,0,93206,Vermont
46,2024-01-23T05:41:00Z,0,52,155,19,0,96357,Utah
12,2024-01-29T19:31:00Z,1,79,161,25,1,67387,North Dakota
27,2024-01-10T07:57:00Z,0,56,158,36,1,24327,Indiana
5,2024-01-20T00:14:00Z,0,64,174,56,0,91599,Pennsylvania
8,2024-01-26T06:00:00Z,1,76,171,44,0,24598,Montana
11,2024-01-25T03:08:00Z,1,41,168,50,0,92321,Pennsylvania
14,2024-01-17T17:56:00Z,1,65,154,44,0,63615,Idaho
30,2024-01-20T11:46:00Z,1,28,184,25,1,66548,Ohio
15,2024-01-03T23:14:00Z,0,52,179,54,0,90068,Kentucky
30,2024-01-07T14:49:00Z,1,77,185,25,1,66548,Ohio
24,2024-01-22T10:56:00Z,0,86,174,59,0,85523,South Carolina
15,2024-01-10T22:57:00Z,1,48,180,54,0,90068,Kentucky
9,2024-01-08T05:29:00Z,1,64,177,49,1,53991,New York
20,2024-01-11T18:24:00Z,0,67,159,51,1,65746,New Hampshire
43,2024-01-26T08:46:00Z,0,61,183,56,0,38842,Mississippi
31,2024-01-24T08:17:00Z,1,12,171,36,0,93546,Kentucky
38,2024-01-02T23:21:00Z,0,93,149,45,0,73607,North Dakota
44,2024-01-24T10:46:00Z,1,78,159,40,0,33301,Tennessee
5,2024-01-05T15:41:00Z,0,51,175,56,0,91599,Pennsylvania
11,2024-01-05T07:06:00Z,1,49,169,50,0,92321,Pennsylvania
13,2024-01-27T08:16:00Z,1,16,162,39,1,37496,Tennessee
1,2024-01-28T00:12:00Z,0,84,165,53,1,88473,Rhode Island
38,2024-01-07T05:57:00Z,1,43,150,45,0,73607,North Dakota
1,2024-01-02T01:14:00Z,0,86,166,53,1,88473,Rhode Island
11,2024-01-21T02:08:00Z,0,64,170,50,0,92321,Pennsylvania
36,2023-12-31T17:22:00Z,1,38,175,32,0,63569,New York
18,2024-01-09T05:34:00Z,0,62,179,19,0,73674,Missouri
50,2024-01-25T04:08:00Z,1,27,159,42,1,59292,Nebraska
20,2024-01-02T11:33:00Z,1,32,160,51,1,65746,New Hampshire
7,2024-01-11T07:10:00Z,1,12,184,46,1,61969,California
8,2024-01-07T04:03:00Z,1,33,172,44,0,24598,Montana
22,2024-01-23T09:12:00Z,1,4,154,29,1,75649,Alaska
30,2024-01-22T23:16:00Z,0,82,186,25,1,66548,Ohio
11,2024-01-11T04:40:00Z,0,91,171,50,0,92321,Pennsylvania
21,2024-01-29T03:14:00Z,1,75,164,28,1,33000,South Dakota
3,2024-01-18T08:44:00Z,0,99,171,23,0,46385,Kansas
11,2024-01-25T02:28:00Z,1,43,172,50,0,92321,Pennsylvania
43,2024-01-28T04:22:00Z,1,53,184,56,0,38842,Mississippi
34,2024-01-15T19:22:00Z,1,18,159,43,0,64774,Illinois
42,2024-01-14T11:11:00Z,1,14,192,53,1,54838,New Hampshire
3,2024-01-19T17:08:00Z,1,34,172,23,0,46385,Kansas
47,2024-01-09T10:40:00Z,0,75,145,55,1,30788,South Carolina
38,2024-01-02T11:37:00Z,1,29,151,45,0,73607,North Dakota
1,2024-01-27T20:44:00Z,0,72,167,53,1,88473,Rhode Island
20,2024-01-24T15:09:00Z,0,46,161,51,1,65746,New Hampshire
20,2024-01-02T03:04:00Z,0,42,162,51,1,65746,New Hampshire
24,2024-01-28T20:11:00Z,1,66,175,59,0,85523,South Carolina
24,2024-01-24T10:50:00Z,1,40,176,59,0,85523,South Carolina
39,2024-01-01T03:29:00Z,1,11,160,38,1,86191,Ohio
38,2024-01-07T07:13:00Z,0,100,152,45,0,73607,North Dakota
8,2024-01-20T08:53:00Z,0,80,173,44,0,24598,Montana
23,2024-01-11T00:04:00Z,0,63,176,40,0,73639,California
36,2024-01-07T16:26:00Z,0,90,176,32,0,63569,New York
49,2024-01-21T18:30:00Z,1,0,150,48,1,79221,South Carolina
36,2024-01-19T09:49:00Z,0,85,177,32,0,63569,New York
46,2024-01-09T10:06:00Z,1,75,156,19,0,96357,Utah
9,2024-01-05T11:56:00Z,0,74,178,49,1,53991,New York
15,2024-01-08T10:36:00Z,1,52,181,54,0,90068,Kentucky
45,2024-01-10T06:15:00Z,0,43,160,23,0,61389,Georgia
20,2024-01-28T17:54:00Z,0,67,163,51,1,65746,New Hampshire
43,2024-01-12T11:05:00Z,1,28,185,56,0,38842,Mississippi
42,2024-01-14T14:11:00Z,0,48,193,53,1,54838,New Hampshire
7,2024-01-13T04:05:00Z,0,100,185,46,1,61969,California
20,2024-01-12T07:30:00Z,1,4,164,51,1,65746,New Hampshire
11,2024-01-18T11:40:00Z,0,95,173,50,0,92321,Pennsylvania
7,2024-01-29T16:42:00Z,1,2,186,46,1,61969,California
32,2024-01-27T14:02:00Z,0,69,169,31,1,68102,Montana
35,2024-01-29T08:32:00Z,1,44,157,40,0,87781,Nevada
42,2024-01-11T15:33:00Z,0,45,194,53,1,54838,New Hampshire
45,2024-01-28T13:12:00Z,0,84,161,23,0,61389,Georgia
1,2024-01-26T21:30:00Z,1,27,168,53,1,88473,Rhode Island
27,2024-01-17T16:29:00Z,0,82,159,36,1,24327,Indiana
24,2024-01-25T20:18:00Z,0,92,177,59,0,85523,South Carolina
43,2024-01-12T01:03:00Z,1,31,186,56,0,38842,Mississippi
49,2024-01-26T19:13:00Z,0,73,151,48,1,79221,South Carolina
9,2024-01-19T19:15:00Z,0,99,179,49,1,53991,New York
15,2024-01-01T12:21:00Z,1,28,182,54,0,90068,Kentucky
49,2024-01-23T21:32:00Z,1,74,152,48,1,79221,South Carolina
15,2024-01-07T14:08:00Z,1,57,183,54,0,90068,Kentucky
34,2024-01-24T16:11:00Z,0,53,160,43,0,64774,Illinois
40,2024-01-05T05:24:00Z,1,30,160,33,0,80516,Tennessee
41,2024-01-14T14:44:00Z,1,63,181,45,0,93206,Vermont
50,2024-01-19T15:50:00Z,0,87,160,42,1,59292,Nebraska
31,2024-01-19T16:00:00Z,1,68,172,36,0,93546,Kentucky
16,2024-01-26T17:46:00Z,0,56,150,58,1,96946,Nevada
38,2023-12-31T17:12:00Z,1,75,153,45,0,73607,North Dakota
48,2024-01-08T15:45:00Z,0,58,149,42,1,96762,California
21,2024-01-12T10:05:00Z,0,55,165,28,1,33000,South Dakota
9,2024-01-14T03:09:00Z,1,60,180,49,1,53991,New York
27,2024-01-07T01:53:00Z,0,58,160,36,1,24327,Indiana
38,2024-01-22T06:07:00Z,1,2,154,45,0,73607,North Dakota
42,2024-01-16T06:37:00Z,1,30,195,53,1,54838,New Hampshire
37,2024-01-09T05:48:00Z,1,76,167,19,1,40106,Kentucky
22,2024-01-02T15:42:00Z,1,59,155,29,1,75649,Alaska
8,2024-01-04T12:12:00Z,0,80,174,44,0,24598,Montana
30,2024-01-29T07:37:00Z,1,23,187,25,1,66548,Ohio
47,2024-01-19T19:33:00Z,0,59,146,55,1,30788,South Carolina
6,2024-01-10T08:25:00Z,1,75,186,41,0,65944,Montana
12,2024-01-03T11:26:00Z,0,67,162,25,1,67387,North Dakota
46,2024-01-08T19:23:00Z,1,9,157,19,0,96357,Utah
36,2024-01-03T23:24:00Z,0,50,178,32,0,63569,New York
45,2024-01-07T23:40:00Z,0,77,162,23,0,61389,Georgia
44,2024-01-11T20:45:00Z,0,51,160,40,0,33301,Tennessee
18,2024-01-18T05:45:00Z,0,65,180,19,0,73674,Missouri
9,2024-01-02T03:51:00Z,1,51,181,49,1,53991,New York
23,2024-01-24T09:11:00Z,0,98,177,40,0,73639,California
32,2024-01-11T21:29:00Z,0,85,170,31,1,68102,Montana
15,2024-01-12T03:27:00Z,1,71,184,54,0,90068,Kentucky
48,2024-01-15T05:59:00Z,0,64,150,42,1,96762,California
25,2024-01-04T22:32:00Z,0,80,169,19,0,84167,Minnesota
46,2024-01-01T22:08:00Z,0,47,158,19,0,96357,Utah
41,2024-01-13T02:11:00Z,1,59,182,45,0,93206,Vermont
40,2024-01-30T06:20:00Z,1,46,161,33,0,80516,Tennessee
20,2024-01-20T03:56:00Z,1,60,165,51,1,65746,New Hampshire
28,2024-01-06T20:35:00Z,0,40,165,44,1,86118,Kentucky
11,2024-01-03T00:45:00Z,0,69,174,50,0,92321,Pennsylvania
18,2024-01-27T23:08:00Z,1,15,181,19,0,73674,Missouri
5,2024-01-20T00:00:00Z,1,40,176,56,0,91599,Pennsylvania
1,2024-01-17T22:38:00Z,1,37,169,53,1,88473,Rhode Island
31,2024-01-05T09:42:00Z,1,14,173,36,0,93546,Kentucky
35,2024-01-17T00:44:00Z,0,98,158,40,0,87781,Nevada
20,2024-01-26T13:43:00Z,1,72,166,51,1,65746,New Hampshire
32,2024-01-02T19:58:00Z,1,17,171,31,1,68102,Montana
31,2024-01-19T11:53:00Z,0,50,174,36,0,93546,Kentucky
26,2024-01-15T11:20:00Z,0,69,143,24,1,96667,Kentucky
3,2024-01-20T23:58:00Z,1,39,173,23,0,46385,Kansas
37,2024-01-29T03:56:00Z,1,78,168,19,1,40106,Kentucky
47,2024-01-10T14:54:00Z,0,59,147,55,1,30788,South Carolina
37,2024-01-05T13:35:00Z,1,61,169,19,1,40106,Kentucky
33,2024-01-11T03:53:00Z,1,46,158,27,0,92559,New Mexico
32,2024-01-21T00:39:00Z,1,68,172,31,1,68102,Montana
10,2024-01-19T03:26:00Z,1,33,186,47,0,41808,Nebraska
46,2024-01-09T07:58:00Z,0,73,159,19,0,96357,Utah
50,2024-01-12T22:29:00Z,1,16,161,42,1,59292,Nebraska
22,2024-01-05T09:08:00Z,0,47,156,29,1,75649,Alaska
14,2024-01-29T09:40:00Z,1,64,155,44,0,63615,Idaho
16,2024-01-11T23:23:00Z,0,70,151,58,1,96946,Nevada
6,2024-01-27T19:57:00Z,1,1,187,41,0,65944,Montana
28,2024-01-12T11:11:00Z,1,40,166,44,1,86118,Kentucky
2,2024-01-23T12:10:00Z,0,58,160,33,0,92124,Vermont
33,2024-01-16T17:51:00Z,1,76,159,27,0,92559,New Mexico
28,2024-01-19T10:46:00Z,0,88,167,44,1,86118,Kentucky
46,2024-01-01T03:31:00Z,1,13,160,19,0,96357,Utah
24,2024-01-21T06:42:00Z,0,48,178,59,0,85523,South Carolina
11,2024-01-18T04:36:00Z,1,48,175,50,0,92321,Pennsylvania
46,2024-01-23T13:36:00Z,0,53,161,19,0,96357,Utah
24,2024-01-02T19:48:00Z,0,90,179,59,0,85523,South Carolina
37,2024-01-10T15:58:00Z,1,47,170,19,1,40106,Kentucky
31,2024-01-09T16:58:00Z,1,72,175,36,0,93546,Kentucky
6,2024-01-16T02:35:00Z,0,59,188,41,0,65944,Montana
22,2024-01-23T15:32:00Z,1,1,157,29,1,75649,Alaska
32,2024-01-17T12:48:00Z,0,49,173,31,1,68102,Montana
45,2024-01-05T08:48:00Z,1,13,163,23,0,61389,Georgia
25,2024-01-25T06:36:00Z,1,60,170,19,0,84167,Minnesota
6,2024-01-22T00:39:00Z,1,52,189,41,0,65944,Montana
10,2024-01-25T12:10:00Z,0,56,187,47,0,41808,Nebraska
7,2024-01-15T19:22:00Z,0,78,187,46,1,61969,California
35,2024-01-29T16:57:00Z,1,79,159,40,0,87781,Nevada
48,2024-01-03T15:51:00Z,0,85,151,42,1,96762,California
33,2024-01-23T13:53:00Z,0,45,160,27,0,92559,New Mexico
13,2024-01-19T20:39:00Z,0,70,163,39,1,37496,Tennessee
24,2024-01-11T14:50:00Z,0,79,180,59,0,85523,South Carolina
38,2024-01-01T04:39:00Z,0,74,155,45,0,73607,North Dakota
3,2024-01-08T15:51:00Z,0,48,174,23,0,46385,Kansas
48,2024-01-25T06:47:00Z,0,91,152,42,1,96762,California
31,2024-01-19T16:28:00Z,0,85,176,36,0,93546,Kentucky
25,2024-01-21T21:35:00Z,1,7,171,19,0,84167,Minnesota
49,2024-01-10T09:33:00Z,1,69,153,48,1,79221,South Carolina
26,2024-01-09T20:31:00Z,1,50,144,24,1,96667,Kentucky
18,2024-01-07T19:17:00Z,1,76,182,19,0,73674,Missouri
50,2024-01-10T23:42:00Z,1,56,162,42,1,59292,Nebraska
8,2024-01-09T20:05:00Z,0,80,175,44,0,24598,Montana
42,2024-01-05T20:34:00Z,0,66,196,53,1,54838,New Hampshire
28,2024-01-25T19:09:00Z,0,95,168,44,1,86118,Kentucky
15,2024-01-19T04:55:00Z,0,97,185,54,0,90068,Kentucky
49,2024-01-28T14:31:00Z,1,58,154,48,1,79221,South Carolina
28,2024-01-02T21:38:00Z,0,78,169,44,1,86118,Kentucky
39,2024-01-16T19:56:00Z,0,90,161,38,1,86191,Ohio
23,2024-01-08T08:36:00Z,1,56,178,40,0,73639,California
17,2024-01-28T17:02:00Z,0,75,156,39,0,28567,North Dakota
29,2024-01-21T12:05:00Z,1,80,169,53,0,64899,Nevada
11,2024-01-23T18:05:00Z,1,51,176,50,0,92321,Pennsylvania
27,2024-01-05T00:04:00Z,0,82,161,36,1,24327,Indiana
19,2024-01-23T19:45:00Z,0,91,179,31,1,36797,Colorado
34,2024-01-24T11:00:00Z,0,73,161,43,0,64774,Illinois
36,2024-01-13T06:35:00Z,0,84,179,32,0,63569,New York
13,2024-01-10T05:54:00Z,0,63,164,39,1,37496,Tennessee
20,2024-01-08T17:36:00Z,0,67,167,51,1,65746,New Hampshire
40,2024-01-04T02:36:00Z,0,91,162,33,0,80516,Tennessee
46,2024-01-16T11:00:00Z,1,22,162,19,0,96357,Utah
31,2024-01-05T23:01:00Z,0,67,177,36,0,93546,Kentucky
19,2024-01-28T20:10:00Z,0,47,180,31,1,36797,Colorado
39,2024-01-26T06:21:00Z,1,49,162,38,1,86191,Ohio
9,2024-01-04T02:58:00Z,0,72,182,49,1,53991,New York
41,2024-01-20T09:19:00Z,0,52,183,45,0,93206,Vermont
3,2024-01-27T23:47:00Z,1,2,175,23,0,46385,Kansas
6,2024-01-15T01:31:00Z,1,9,190,41,0,65944,Montana
15,2024-01-05T14:56:00Z,0,81,186,54,0,90068,Kentucky
10,2024-01-25T06:32:00Z,1,26,188,47,0,41808,Nebraska
37,2024-01-16T11:03:00Z,1,79,171,19,1,40106,Kentucky
3,2024-01-23T16:00:00Z,0,92,176,23,0,46385,Kansas
5,2023-12-31T23:32:00Z,0,95,177,56,0,91599,Pennsylvania
33,2024-01-25T20:05:00Z,0,62,161,27,0,92559,New Mexico
19,2024-01-11T21:21:00Z,0,85,181,31,1,36797,Colorado
34,2024-01-19T22:53:00Z,1,51,162,43,0,64774,Illinois
47,2024-01-21T12:12:00Z,1,17,148,55,1,30788,South Carolina
20,2024-01-11T07:58:00Z,0,59,168,51,1,65746,New Hampshire
20,2024-01-13T15:55:00Z,1,0,169,51,1,65746,New Hampshire
21,2024-01-22T01:35:00Z,0,94,166,28,1,33000,South Dakota
20,2024-01-12T01:12:00Z,1,45,170,51,1,65746,New Hampshire
37,2024-01-18T07:30:00Z,1,55,172,19,1,40106,Kentucky
34,2024-01-10T12:22:00Z,0,54,163,43,0,64774,Illinois
1,2024-01-11T01:38:00Z,1,6,170,53,1,88473,Rhode Island
4,2024-01-26T09:56:00Z,0,85,176,60,1,45192,Idaho
26,2024-01-29T16:01:00Z,0,57,145,24,1,96667,Kentucky
33,2024-01-23T08:04:00Z,1,42,162,27,0,92559,New Mexico
3,2024-01-01T11:24:00Z,1,51,177,23,0,46385,Kansas
4,2024-01-15T03:43:00Z,0,70,177,60,1,45192,Idaho
22,2024-01-21T11:50:00Z,0,89,158,29,1,75649,Alaska
5,2024-01-05T05:11:00Z,1,59,178,56,0,91599,Pennsylvania
13,2024-01-13T00:40:00Z,1,14,165,39,1,37496,Tennessee
40,2024-01-27T10:09:00Z,0,59,163,33,0,80516,Tennessee
34,2024-01-20T08:10:00Z,0,80,164,43,0,64774,Illinois
16,2024-01-29T05:39:00Z,1,67,152,58,1,96946,Nevada
4,2024-01-26T23:09:00Z,0,42,178,60,1,45192,Idaho
8,2024-01-26T06:48:00Z,0,62,176,44,0,24598,Montana
28,2024-01-06T03:38:00Z,1,76,170,44,1,86118,Kentucky
25,2024-01-20T23:40:00Z,0,81,172,19,0,84167,Minnesota
50,2024-01-10T09:40:00Z,1,28,163,42,1,59292,Nebraska
1,2024-01-10T14:59:00Z,1,32,171,53,1,88473,Rhode Island
15,2024-01-26T16:24:00Z,1,66,187,54,0,90068,Kentucky
20,2024-01-14T01:42:00Z,1,34,171,51,1,65746,New Hampshire
43,2024-01-10T22:50:00Z,0,68,187,56,0,38842,Mississippi
38,2024-01-24T12:06:00Z,1,63,156,45,0,73607,North Dakota
13,2024-01-30T02:52:00Z,0,62,166,39,1,37496,Tennessee
12,2024-01-07T00:08:00Z,0,74,163,25,1,67387,North Dakota
7,2024-01-23T03:24:00Z,1,63,188,46,1,61969,California
30,2024-01-07T06:47:00Z,1,70,188,25,1,66548,Ohio
19,2024-01-24T18:25:00Z,0,47,182,31,1,36797,Colorado
39,2024-01-14T01:43:00Z,1,15,163,38,1,86191,Ohio
1,2024-01-01T13:23:00Z,1,40,172,53,1,88473,Rhode Island
26,2024-01-04T08:54:00Z,0,46,146,24,1,96667,Kentucky
38,2024-01-28T13:40:00Z,1,3,157,45,0,73607,North Dakota
1,2024-01-12T01:37:00Z,0,40,173,53,1,88473,Rhode Island
40,2024-01-22T14:21:00Z,0,42,164,33,0,80516,Tennessee
7,2024-01-01T17:40:00Z,0,49,189,46,1,61969,California
4,2024-01-16T14:42:00Z,0,73,179,60,1,45192,Idaho
24,2024-01-05T04:24:00Z,0,40,181,59,0,85523,South Carolina
44,2024-01-28T04:42:00Z,1,44,161,40,0,33301,Tennessee
17,2024-01-24T08:30:00Z,1,47,157,39,0,28567,North Dakota
2,2024-01-09T02:13:00Z,0,41,161,33,0,92124,Vermont
19,2024-01-25T14:56:00Z,1,21,183,31,1,36797,Colorado
7,2024-01-11T06:41:00Z,0,64,190,46,1,61969,California
2,2024-01-20T21:34:00Z,1,68,162,33,0,92124,Vermont
38,2024-01-02T06:55:00Z,1,7,158,45,0,73607,North Dakota
41,2024-01-13T19:13:00Z,0,63,184,45,0,93206,Vermont
27,2024-01-23T17:20:00Z,0,87,162,36,1,24327,Indiana
7,2024-01-28T01:00:00Z,1,8,191,46,1,61969,California
21,2024-01-11T11:57:00Z,0,64,167,28,1,33000,South Dakota
26,2024-01-26T11:19:00Z,0,60,147,24,1,96667,Kentucky
41,2024-01-19T10:48:00Z,1,4,185,45,0,93206,Vermont
10,2024-01-08T21:11:00Z,0,56,189,47,0,41808,Nebraska
42,2024-01-23T18:27:00Z,1,22,197,53,1,54838,New Hampshire
22,2024-01-08T15:20:00Z,1,20,159,29,1,75649,Alaska
1,2024-01-11T03:48:00Z,1,62,174,53,1,88473,Rhode Island
41,2024-01-20T19:54:00Z,0,90,186,45,0,93206,Vermont
30,2024-01-29T04:52:00Z,0,92,189,25,1,66548,Ohio
37,2024-01-25T02:08:00Z,0,48,173,19,1,40106,Kentucky
23,2024-01-10T11:43:00Z,0,89,179,40,0,73639,California
5,2024-01-18T01:31:00Z,1,19,179,56,0,91599,Pennsylvania
29,2024-01-23T19:49:00Z,0,54,170,53,0,64899,Nevada
43,2024-01-23T04:23:00Z,1,63,188,56,0,38842,Mississippi
28,2024-01-16T16:45:00Z,0,72,171,44,1,86118,Kentucky
38,2024-01-03T19:22:00Z,0,73,159,45,0,73607,North Dakota
7,2024-01-14T11:36:00Z,1,5,192,46,1,61969,California
15,2024-01-24T11:00:00Z,0,83,188,54,0,90068,Kentucky
31,2024-01-13T10:20:00Z,0,46,178,36,0,93546,Kentucky
35,2024-01-10T00:30:00Z,1,34,160,40,0,87781,Nevada
8,2024-01-04T09:38:00Z,0,73,177,44,0,24598,Montana
26,2024-01-28T11:17:00Z,0,58,148,24,1,96667,Kentucky
27,2024-01-26T16:03:00Z,0,84,163,36,1,24327,Indiana
